iter	Logloss
177	0.5802687507
178	0.5801682788
179	0.5799924183
180	0.5798468474
181	0.5796603893
182	0.5794691402
183	0.5792818163
184	0.5790780551
185	0.5788834832
186	0.5787314286
187	0.5784899237
188	0.5783192194
189	0.5781803259
190	0.5779933221
191	0.5777701727
192	0.5775498684
193	0.5773392841
194	0.5771210148
195	0.5769297922
196	0.5767974811
197	0.576710787
198	0.5765988736
199	0.576477515
200	0.5762959869
201	0.5761617498
202	0.5760146267
203	0.5758683116
204	0.5756561996
205	0.5754531725
206	0.5753151845
207	0.5751144817
208	0.5748770866
209	0.5745978451
210	0.5744321854
211	0.5742663238
212	0.5740443539
213	0.5738450858
214	0.5737017187
215	0.5735397336
216	0.5733563137
217	0.5732175388
218	0.573027597
219	0.5728067741
220	0.5725845862
221	0.5723320315
222	0.5721037265
223	0.571893957
224	0.5717130962
225	0.5714445238
226	0.5712110596
227	0.5710306411
228	0.5708859956
229	0.5706899872
230	0.5706171954
231	0.5704640343
232	0.5702107827
233	0.569946949
234	0.5697880282
235	0.5695503937
236	0.5692905037
237	0.5691128269
238	0.5689510264
239	0.5687756063
240	0.5686217736
241	0.5684709133
242	0.5682503632
243	0.5680682479
244	0.5679271211
245	0.5676318495
246	0.5674388166
247	0.5672177635
248	0.5670728778
249	0.5668300811
250	0.5665402091
251	0.5663449996
252	0.566185856
253	0.5660089665
254	0.5657914822
255	0.565553893
256	0.5653549282
257	0.5650733094
258	0.564905313
259	0.5646903507
260	0.5644845878
261	0.5642799296
262	0.5640495844
263	0.5638375958
264	0.5636723114
265	0.5635068085
266	0.5632390397
267	0.563056147
268	0.5628448187
269	0.5626087424
270	0.5624735483
271	0.562308509
272	0.5620729982
273	0.5618414248
274	0.5615840363
275	0.5613732721
276	0.5611867316
277	0.5610413005
278	0.560891319
279	0.560751074
280	0.5606287849
281	0.5604836173
282	0.560379069
283	0.5601673667
284	0.5599270321
285	0.5597052129
286	0.5594510677
287	0.5591953113
288	0.5589883671
289	0.558730364
290	0.5585621437
291	0.5583690483
292	0.5582181185
293	0.5580540058
294	0.5578976005
295	0.5577085103
296	0.5575138359
297	0.557250842
298	0.557057882
299	0.5568572074
300	0.55656287
301	0.556523495
302	0.5563146126
303	0.5562043074
304	0.5559746166
305	0.5558135028
306	0.5556483074
307	0.5553920759
308	0.5551425056
309	0.5549809125
310	0.5548057715
311	0.5547010993
312	0.5545469331
313	0.5543726649
314	0.5542657748
315	0.5541411967
316	0.5539524609
317	0.553680509
318	0.5534973001
319	0.553286702
320	0.553100276
321	0.5529393939
322	0.5527524637
323	0.5525286128
324	0.552377041
325	0.5521936342
326	0.5520716521
327	0.5518110954
328	0.5516365711
329	0.5514456576
330	0.5513261909
331	0.5511605225
332	0.5509553346
333	0.5507771818
334	0.5505923957
335	0.5503731344
336	0.5502854628
337	0.5501546757
338	0.549995518
339	0.5497676236
340	0.5495474159
341	0.5493768987
342	0.5491412499
343	0.5490314375
344	0.5489164111
345	0.5487600482
346	0.5485882428
347	0.5483775198
348	0.5482021383
349	0.5481560245
350	0.5479705787
351	0.5479250899
352	0.5477112879
353	0.5475145244
354	0.5474407618
355	0.54721122
356	0.5470463261
357	0.5468966702
358	0.5467137664
359	0.5464995829
360	0.5463021499
361	0.5460884106
362	0.5458486731
363	0.5458012756
364	0.5455709873
365	0.5454137918
366	0.5451829846
367	0.5449888404
368	0.5448362187
369	0.5446846658
370	0.5444994439
371	0.5443354249
372	0.5441913238
373	0.543995708
374	0.5438620993
375	0.5437174061
376	0.5435895709
377	0.5433770381
378	0.543171125
379	0.5430280397
380	0.5428754124
381	0.5426656565
382	0.5425157645
383	0.5422879013
384	0.5421226925
385	0.5419515675
386	0.5418155618
387	0.5416463938
388	0.5415488867
389	0.5413628885
390	0.5412078615
391	0.5410047631
392	0.5408370598
393	0.5406800366
394	0.540540141
395	0.5403609259
396	0.5401762713
397	0.5399385573
398	0.5398946666
399	0.5397636218
400	0.5396402322
401	0.5394995479
402	0.5393135883
403	0.5390602806
404	0.5389427778
405	0.5387456641
406	0.5385278933
407	0.538371826
408	0.5381497648
409	0.5380325717
410	0.5379005914
411	0.5377461157
412	0.5376152478
413	0.5374073985
414	0.5372828315
415	0.5371099118
416	0.5370152072
417	0.5368984485
418	0.5367044958
419	0.5365969971
420	0.5364343969
421	0.5362469135
422	0.5362082721
423	0.5360972373
424	0.5360394339
425	0.5359347629
426	0.5357288752
427	0.5356000306
428	0.5354984567
429	0.535358727
430	0.5352225441
431	0.535077763
432	0.5349400304
433	0.5347432272
434	0.5346071679
435	0.5344429787
436	0.5342747674
437	0.534128092
438	0.5339428081
439	0.5338232392
440	0.5337080922
441	0.5336306808
442	0.533539898
443	0.5333545346
444	0.5331810799
445	0.5330486489
446	0.5328688958
447	0.5327848826
448	0.5326473261
449	0.5325874927
450	0.5324812527
451	0.5323738855
452	0.5322248641
453	0.5321188734
454	0.5320122672
455	0.531852152
456	0.5316851646
457	0.5315364029
458	0.5313383744
459	0.5311469189
460	0.5309967877
461	0.5308684745
462	0.5307551288
463	0.5305650581
464	0.5303686569
465	0.5302607781
466	0.5301652189
467	0.5300186098
468	0.5298234356
469	0.5296721332
470	0.5296075229
471	0.5294019122
472	0.529274267
473	0.5291030325
474	0.5289595506
475	0.5288720287
476	0.5286759621
477	0.5285730173
478	0.5283824504
479	0.5282306228
480	0.5280744541
481	0.5279626308
482	0.5278402353
483	0.5275431899
484	0.5274185031
485	0.5272273776
486	0.5271330954
487	0.5269495823
488	0.5268928551
489	0.5268126775
490	0.5265753965
491	0.5264512618
492	0.5263540884
493	0.5261985415
494	0.5260217568
495	0.5258156793
496	0.5256212553
497	0.5254788256
498	0.5254017316
499	0.5252453153
