iter	Logloss
132	0.6256631779
133	0.6255841373
134	0.6255125416
135	0.6254407788
136	0.6253649616
137	0.6252986895
138	0.6252293528
139	0.6251503361
140	0.6250906084
141	0.6250214923
142	0.6249585422
143	0.6248925095
144	0.6248265666
145	0.6247615371
146	0.6247204972
147	0.6246597874
148	0.6245906482
149	0.6245307281
150	0.6244621211
151	0.6244096994
152	0.62435886
153	0.6242843369
154	0.6242308428
155	0.6241539449
156	0.6240948051
157	0.624029876
158	0.6239685202
159	0.6239080415
160	0.623853451
161	0.6237971257
162	0.6237440134
163	0.6236997697
164	0.6236424912
165	0.6235786957
166	0.6235282055
167	0.6234797883
168	0.6234229577
169	0.6233702035
170	0.6233185237
171	0.6232688002
172	0.6232177266
173	0.6231738445
174	0.6231360262
175	0.6230775999
176	0.6230319291
177	0.622977503
178	0.6229288716
179	0.6228818185
180	0.6228355482
181	0.6227765577
182	0.6227267619
183	0.6226839487
184	0.6226260595
185	0.6225799125
186	0.6225359541
187	0.6224875005
188	0.6224485901
189	0.6224084763
190	0.6223647273
191	0.6223202731
192	0.6222736439
193	0.6222320232
194	0.6221785627
195	0.6221376572
196	0.6220949942
197	0.6220523539
198	0.6220112877
199	0.6219672595
200	0.6219262021
201	0.6218854634
202	0.6218476737
203	0.6218112466
204	0.6217629103
205	0.6217229575
206	0.6216884232
207	0.6216503712
208	0.6216089793
209	0.6215768428
210	0.6215383334
211	0.6215033656
212	0.6214623964
213	0.6214241865
214	0.6213928075
215	0.6213602357
216	0.6213222289
217	0.6212820199
218	0.6212458398
219	0.6212142867
220	0.6211713185
221	0.6211394934
222	0.6211091284
223	0.6210678856
224	0.6210329131
225	0.6209927815
226	0.6209603368
227	0.6209263975
228	0.6208923928
229	0.6208631534
230	0.620813617
231	0.6207832762
232	0.6207483762
233	0.6207206864
234	0.6206832861
235	0.6206416293
236	0.6206047757
237	0.6205700129
238	0.6205377663
239	0.6205037669
240	0.6204712905
241	0.6204409811
242	0.6204078905
243	0.6203731311
244	0.6203340606
245	0.6202927828
246	0.6202553316
247	0.6202245776
248	0.6201977202
249	0.6201602479
250	0.6201270087
251	0.6200928288
252	0.620059711
253	0.6200327363
254	0.619995657
255	0.6199590744
256	0.6199246406
257	0.6198904243
258	0.6198517602
259	0.6198135547
260	0.6197848089
261	0.6197507105
262	0.6197179285
263	0.6196768131
264	0.6196415377
265	0.6196056963
266	0.6195717787
267	0.6195421364
268	0.619511212
269	0.6194756342
270	0.6194429894
271	0.6194141452
272	0.6193782825
273	0.6193501237
274	0.6193136477
275	0.6192778636
276	0.6192422364
277	0.6192112047
278	0.6191804523
279	0.6191468807
280	0.6191176049
281	0.6190906234
282	0.6190549505
283	0.6190278566
284	0.6189914224
285	0.6189666521
286	0.6189352253
287	0.6188932314
288	0.618863647
289	0.618829652
290	0.6187852312
291	0.6187557609
292	0.6187262977
293	0.6186902153
294	0.6186631784
295	0.6186348972
296	0.6185954656
297	0.6185632957
298	0.6185302706
299	0.6184992281
300	0.6184599683
301	0.6184250924
302	0.6183870178
303	0.6183529714
304	0.6183212154
305	0.6182894812
306	0.6182541905
307	0.6182272648
308	0.6181965823
309	0.6181648208
310	0.6181326649
311	0.6181035815
312	0.6180661589
313	0.618033107
314	0.6180076292
315	0.6179770243
316	0.6179453613
317	0.6179069015
318	0.6178748076
319	0.6178443661
320	0.6178113325
321	0.6177835264
322	0.6177498376
323	0.6177170198
324	0.6176877747
325	0.6176597893
326	0.6176295134
327	0.6175909102
328	0.6175664595
329	0.6175329414
330	0.6175041504
331	0.6174700545
332	0.6174402883
333	0.6174116028
334	0.6173760387
335	0.6173456835
336	0.6173105526
337	0.6172806862
338	0.6172562516
339	0.617231023
340	0.6172060787
341	0.6171831181
342	0.6171532618
343	0.6171241811
344	0.6170972913
345	0.6170675974
346	0.6170372898
347	0.6170140368
348	0.6169906128
349	0.6169582569
350	0.616927082
351	0.6169019445
352	0.6168756414
353	0.6168521925
354	0.6168190229
355	0.6167907984
356	0.6167676768
357	0.6167342271
358	0.6167093342
359	0.6166859282
360	0.6166607919
361	0.6166347996
362	0.6166060568
363	0.6165753798
364	0.6165508313
365	0.6165251492
366	0.6164979776
367	0.6164786711
368	0.6164516713
369	0.6164134746
370	0.6163915792
371	0.6163698417
372	0.6163419703
373	0.6163169059
374	0.6162906081
375	0.6162678317
376	0.6162426098
377	0.6162141814
378	0.6161913128
379	0.6161618583
380	0.6161398777
381	0.6161118609
382	0.6160837861
383	0.6160557033
384	0.6160264709
385	0.6160063979
386	0.6159844374
387	0.6159577219
388	0.6159292459
389	0.6159028005
390	0.6158702475
391	0.6158428991
392	0.6158167933
393	0.6157926915
394	0.6157652337
395	0.6157391261
396	0.6157168542
397	0.6156963804
398	0.6156632945
399	0.6156383592
400	0.6156121357
401	0.6155872468
402	0.6155639711
403	0.6155396315
404	0.6155172037
405	0.6154917332
406	0.615464975
407	0.6154380334
408	0.6154171168
409	0.6153924567
410	0.6153674616
411	0.6153466665
412	0.6153240177
413	0.6152971268
414	0.6152733213
415	0.6152468623
416	0.6152222428
417	0.615200069
418	0.615181086
419	0.6151632314
420	0.6151411844
421	0.6151153919
422	0.615087376
423	0.6150581835
424	0.6150363916
425	0.6150080832
426	0.6149838658
427	0.6149608817
428	0.6149327384
429	0.6149104606
430	0.6148900625
431	0.6148673565
432	0.6148437459
433	0.6148214684
434	0.6147989177
435	0.6147735529
436	0.6147462416
437	0.6147210647
438	0.614692402
439	0.6146663386
440	0.614640091
441	0.6146121332
442	0.614588786
443	0.6145589781
444	0.6145319391
445	0.6145074631
446	0.614488198
447	0.6144676061
448	0.6144409465
449	0.6144171038
450	0.6143939498
451	0.6143717664
452	0.6143541167
453	0.614335413
454	0.6143120026
455	0.6142905097
456	0.6142702494
457	0.6142484353
458	0.6142256565
459	0.6142031073
460	0.6141835653
461	0.6141631753
462	0.6141429158
463	0.614119304
464	0.6140994013
465	0.6140778288
466	0.6140554847
467	0.6140299227
468	0.6140064007
469	0.6139882375
470	0.6139675556
471	0.6139454022
472	0.6139215448
473	0.6139063472
474	0.6138815327
475	0.6138552822
476	0.6138350384
477	0.6138167668
478	0.613797572
479	0.6137769899
480	0.6137510329
481	0.6137310393
482	0.6137139805
483	0.6136882575
484	0.6136671826
485	0.6136406027
486	0.6136179756
487	0.6135956971
488	0.6135787188
489	0.6135538711
490	0.6135368019
491	0.6135195488
492	0.6134999824
493	0.6134785514
494	0.613456207
495	0.6134323778
496	0.6134144313
497	0.6133936948
498	0.6133754877
499	0.6133557767
